评论,评分
p?zai拍照效果：真的差。拍照模模糊糊,3
屏幕音效：昨天下单，今天又掉价，电池不耐用的，,3
给弟弟买的，不知道使用感受如何，但是刚买就降价了一百,3
系统不如荣耀的好用，电量一般吧，,3
手机一般，耗电太快，价格漂浮不定,3
使用三四天就开始小迟钝,3
有时有点断网，需重启才行,3
说好的退差价呢？什么时候到账,3
怎么没有耳机，下单的时候写的有,3
信号接收差，带电差不好用,3
电池不耐用，快充就是个笑话,3
买手机没有耳机，还要另外购买耳机。,2
没玩一会手机就热了，电耗得也有点快,3
我看别人晒的图都有耳机为啥我没有,2
运行速度：耳机发货发两天都没到有点水,2
买手机耳机还是手机分开发货都不是和手机一起的,3
手机一般般，外音调大了喇叭就有杂音,3
外形外观：太厚太重，其他的都挺不错，物流是真的很快,2
充电慢死了！！慢！死！了！一个闪充还没我另一个普通充电的手机充的快，一个小时充百分之六十！！！,2
屏幕音效：还行外形外观：还行拍照效果：不敢恭维,2
明明说看主播有送东西，结果我忘记备注就没有了,2
有时反应不了，质量不是很好,2
用了几天有些卡！凑活着用吧,3
不怎么样，新手机还经常死机,3
我1999买的到手就见着1899了我想退货,3
打游戏充电基本上冲不上？买了好几天了一直这样,3
待机，也用电的，这是为什么呢？？,3
怎么没有说明书和保修卡拉,3
不好用，还没有之前买的x9好用,2
说付尾款前2400名赠送充电器，结果我踩着点付款，说我不在名单里，耍猴？,2
待机时间：电池耗电快，忒别后面，看的掉电,3
手机本身没啥说的，但刚买完不到一周就能领劵优惠200，并且不能价保申诉。,3
待机时间：电池不行，充满电待机不玩一天就没电了,2
真的是精简，精简到耳机都没有?,2
以前用的小米，现在换这个感觉系统没有小米的顺手,3
手机有时候黑屏，还不如以前买的小米手机,3
手机不错，但是手机膜有刮痕，而且客服只建议自己去修,2
卡得要死  不介意买,2
这手机刚买2天放着不用也发热电也掉的快,2
我没收到手机时，物流就显示也签收。收到时，物流盒子是破的了个大洞。,3
为啥没有耳机，买手机不给耳机，就个充电器。,2
打游戏一般，没我想象的那么好，屏幕总感觉有点问题,3
总体来说玩吃鸡还不错，打王者荣耀就算了，这款手机不适合打王者荣耀，手感太差,3
打两把游戏就发热，又重手,3
挖孔屏用的时候感觉不是很好，其他的都还好,3
散热方面还是没处理好，电量掉的快,3
就是一块暖宝宝,3
第一次买这个品牌，跟我一年前买的1千多的华为比差远了,2
手机高清通话视频有花屏，有谁遇到这问题吗,3
系统运行内存占的太多，耗电有点快,2
还专用？王者荣耀一开始游戏就闪退,2
外观和手感没得说，但是系统太差了,3
不好用，手机会发热，耗电量快,3
用了短时间充电发热   有闪屏现象  其他还行,3
又写送耳机，却不是一起送的，手机都到了，耳机却一动未动。,2
不咋地王者一直460 被举报了,2
送的耳机呢？怎么少了耳机呀？是不是忘记装了？,2
我是预售买的预售，50是怎么回事啊，大半夜起来付的钱，不过给贴了膜和壳,3
手机凑合，各种毛病频繁出现，换了一台新的试试咋样不行退货,3
手机还可以，只是之前产品介绍里面带的IQOO耳机没有，不开心,2
浏览器有闪退现象，应该用一年也卡顿了,3
充了一小时才30%电量是什么情况？？？？？,2
快充不快是几个意思？？？,2
买上不到一个月打游戏就开始卡了，新手机就这？,3
买了一个月了，又开始断网！这手机就只是那来打游戏的，也啥都没干就这样？,2
拍照效果：一般般运行速度：一般般待机时间：耗电像坐火箭一样,2
还行吧没买的时候都说好买了这不好那不好烦死了,3
手机一般，反应不是很快，还有电池耗电快,3
别的什么都还行   就是有断网这个问题,3
我觉得你们不要那张膜 会让我这种不喜欢戴手机膜的人苦恼的，撕了老半天硬是撕不下来,2
刚买几天又便宜了100元,3
垃圾，别买，刚用一个月耳机孔就坏了。,3
今天到的货。刚一看，降了300多。有被气到,3
买到了退换机其他到没什么,2
快递到了不送，自己去拿的！,2
一般，有时候会卡，也就2000，算了,3
玩游戏一发热就卡不怎么好，其他的都还行,2
买了第二天就降价了。,3
这包装弄的，刚打开就是这样，得多不在乎啊,3
耗电有点快，还发热怎么感觉还有点卡呢？,3
运输过程中不知道怎么弄到的,2
电池特不耐用，并且拍照效果也不是很好。,2
双11刚买的，今天在vivo官网上一看，直接降了200元,2
什么东西，刚买就降价,3
***，刚买没多久就降300,2
说好的赠品呢？没一起送过来,3
经常断流，不推荐购买，只能说联发科的东西还是不行,3
还不如1000左右手机的手感，一买就降价，水分够足,2
买的时候图片上显示送无线耳机和蓝牙音箱，收到货一个也没送,3
下单隔天就降价预告，外观有点挫，电池不经用,3
质感真的比荣耀x10差不止一点，郁闷。买了台x10，买了台这个，知道就买reallyme得了,3
一般般，有点重，触屏效果一般，先用着看吧,3
电池一般，触屏垃圾，用的很不爽,3
中体还行，机身太厚，指纹是开关键，啥也没送！,3
买了第二天降价一百，打王者一直掉帧,3
用了一个多月，啥也不说，打游戏是真的服，一只卡断，太牛了，掉帧,2
电池不耐用，新机电池只能用一天，其它的还可以,3
怎么说呢，这手机真不建议买,2
别家有好多东西送，这家什么都没有,2
买之前说是送耳机，买了后就没人管了。,2
手机外观一般，不过打游戏比较流畅，而且不发热。,3
我昨天晚上下的单购京东自营，今天中午送来的手机，但晚上该款手机你们京东自营的报价比我购机价立马低了200元。你们怎么解决这个问题？,2
感谢京东的诚信经营，承诺的保价说到做到，已退回我200元（是在刚完成购买手机订单的该款手机商家新优惠价的差价）。,3
就那么回事，一个跌了300,3
处理器不稳定，还有我刚买了两天就降价，还送耳机，我买的时候什么都不给(*￣m￣),2
有点费电，5000跟它一点关系都没有。。。。。。。,3
才用了一天 摄像头膜就破了 也没干嘛,3
网速慢，上网好卡，电池还行。,2
性价比属实一般，也没啥卖点,3
有点厚，像素好差，焦距很近。其他的还好,3
有清微卡顿，蓝牙搜不到耳机申请了换货换货后再来追加评论,2
外形外观：不怎么，摄像头位置不好，照出来斜的,3
不是说有送耳机的吗？怎么没有,2
买完还没开始用就降价了。愤怒,3
带电量不是特别好，充满电只能待一天，我不玩游戏,3
这分明就是一个广告接收器！,2
商品一般，就这么个价位，将就用,3
**，说好送耳机，结果一个月了还没送,2
商家的嘴，骗人的鬼,3
买回的当晚充满电，到第二天晚八点就没电了。??,3
这信号跟伊拉克一样级别，比我用了三年的荣耀V10还差。,3
是真垃圾啊，不单单卡，还**摄像头启动不了，什么鬼垃圾手机？摄像头用不了，老是说启动失败，各位要买的谨慎了，垃圾垃圾,2
对于手机没有什么意见，但是对于他们的活动我真的是醉了，找客服要说法就是不回复你，直接买比预约还便宜那还要预约有什么用。,2
手机还行，商家太随意，一天变个优惠，不地道得很，昨天刚买的，今天又降价，损失100块。,3
手机卡顿，进软件进不去,3
电池不耐用，手机还会卡，根本没有介绍的那么好,2
手机不怎么存电，其他还感觉可以,3
出门断用wifi后常用不了流量，要重启手机才可以,2
其他特色：手机发热快，耗电量快,2
用着用着就一个星期就出问题了,3
没一个月呢就降价300块钱,3
就这样吧，耳机也不给,3
啥都好就是电池似乎有点不耐用,3
网络感觉有点不太稳定，其他还好,3
耗电量大，没有耳机。,3
一般般，不戴套还将就，戴套跟板砖一样。。。,3
充电非常快，耗电更快。,2
网速一般  蓝牙总断,3
尴尬了买了一个多月直接降价了,2
一般，买来当老年机用的,2
心情不好，刚买了就降价啥也没有，手机反应速度一半不如华为,2
今天收到货了立马试用怎么感觉有点发热呢,3
性能跟z1比起来还是有点差距的,3
感觉一般般吧！信号比较差，时不时会断网，，,3
耳机都用不了，说好换货也没有换,2
其他都好，只有电池不怎么耐用。。。,3
声音不好听，别的用着看,3
打游戏有时会卡，听音乐声音大了扬声器会有破音,3
手机发热 更新一下自带软件都发热,3
拍照效果：别的都可以毕竟两千的游戏机拍照是真的有点不行了不知道是不是我没用好拍照真的得优化一下了,3
手机背面有划纹，  其他倒还行，还送一个透明的手机壳子，还可以吧,2
己收到，刚用感觉不出来。但也热，电不耐用,3
玩游戏会发烫 ，耳机也是有的送有的不送，这样不好,3
垃圾的要死，网络还没有4g好，千万别买,3
没有耳机，建议大家买的时候问清楚。,3
没配耳机，手机掉电量有点异常，手机不到3000或以上都这个样。哎,3
用了一天，赔三百，回收了！,3
不要用那张电话卡不然你会后悔的,3
手机确实蛮不错的，就是很疑惑为什么不能补发一个耳机非得我退货重拍，真是无语了,3
双肩包一个月了都没收到。不知道发还是不发。,2
下电有点快，王者460 像素一般，感觉掉坑里了,2
后悔入坑，充电速度还可以，游戏卡顿，像素一般,2
你们的手机中框四角会有断裂痕吗?,3
不建议大家购买打游戏屏幕不跟着走已经退了有钱还是买IQOO7,3
试用了下，不如想像中好，感觉还不如老的Z1x,3
手机一般，感觉电池不怎么耐用，用不了一天就没电了！,3
买来送给老妈的，结果老妈说不好用,3
电池下的有点快，也不打游戏，没有达到预期,3
别的都还行就是，耳机插孔不好使，不到一个月用不了了,2
前天买的，昨天收到，今天降价,2
618买的手机，7月3日才发货，等得花儿都谢了,2
手机买了一个月多发烫就比较严重了，并不是很理想,2
确实有杀后台的现象（打开两个程序，七八分钟后切换到另一个程序发现该程序已经被关闭），挺不方便的，希望早日优化。,3
收到货到时候外面没有什么保护的东西 ，很害怕在路上磕磕碰碰坏,2
然后不充电的时候手机还会很烫，关键是没玩多久,3
电池有点不耐用其他的还好，就是指纹有点不太灵敏,3
感觉这个机子运行还是不是好流程，会出现闪退有时候,3
答应送我耳机，为什么不送，手机不好大家不要买。,2
希望改进物流服务吧太慢了 送货速度,3
有一说一，做工确实在细微处不足，至于其它的，手机刚到手，暂不作评论,3
耗油厉害！刚买几天降价300还不保价！！！,3
待机时间：到了20%以下一分钟掉完20%，这真是我没想到的。 而且还没有耳机。,2
不卡，但是下载软件的时候发烫,3
济南华强发的货，完事包裹里面没有发货单，拆封后手机已经贴膜了！,3
手机在用了，送的慢，历时22天。难顶运行速度：新手机，差不了,3
产品还行，但是售后极其不负责任，说的最多的就是请稍等，无法解决问题！,2
扬声器有点劣质，有一丝丝杂音。估计是生产出的问题吧,3
其它可以，使用十几天，突然出现触摸反应变慢 ，出现一次花屏现象,3
个人建议打游戏的不要入手，有点卡，反应有点慢,3
耳机孔明显有问题 ，还得去线下看看情况，好麻烦,3
玩原神老是闪退耗电也有点快不怎么好,2
无线网络连接，但无法使用无线网,3
"感觉播放器有点问题,音质不好",3
网络不稳定和我原来的Z1放一起这个网络竟然打不开老是G网络不稳定,2
手机还行，但是服务超差，可以用垃圾评价,3
买贵了点，打游戏还是有点卡顿不够快！,3
一般般，什么送的也没有，就那样吧,3
电量续航时间不行，没咋玩没电了,3
连个耳机多没，手机信号接收差，,3
没有想象中惊艳！运行还算稳定。,3
安装一个酷狗，10分钟了还显示安装中，卡的一比。,3
手机有明显翘过的痕迹，个人认为翻新机！,2
！！！！,2
下单时显示有赠品，然后货到了没有，问客服都是机器人。然后现在页面上还是显示送耳机。服务方面不敢恭维。手机刚拿会来，目前没发现问题。,2
都一般般，其他的地方就没有很出众的地方,2
待机时间：不玩也就只能用一天，再说谁买手机来是不不拿来用的，,2
说实话，一般般，没有想象中那么好,3
一分钱一分货，感觉还不如我的荣耀9X，唉,2
还好吧，就是物流有点慢，像素勉强可以吧，喜欢拍照的建议就不那个了,3
这是第二次买这款手机了，还是其他的都好，就电量不够用，一天两充,3
手机用起来还可以，就是少了张膜，我老婆一拿到手，就说膜都不送一张,2
屏幕音效：屏幕跳触 打游戏的时候边充电边玩，手指会挡住麦克风,2
一般吧，用了快半了，容易发烫,3
已经用半月了，刚刚去看，降价了，我天真的以为我不会遇到这种情况，已经过了时间，没办法申请价保了,2
什么都没送，质量也不好，还不如买华为，荣耀。,2
整题还行，感觉打游戏卡，打王者开黑时老是回不到房间,3
数据线好短，还没耳机，也是醉了,3
买的6+128的，只能扩容1g这不是明摆着唬人吗,2
电池不行，不玩游戏只看新闻与微信几个小时就只有78个电了,3
不联系买这个手机，偶尔会断信号，换了一台，频次少了，还是会走。拍照也是真差。同价位，建议买红米。,2
12+128g，使用后没感觉又多好，和6+128等差不多的速度，可能和cpu的品牌有关吧,3
带电不行  才几天  手机有点卡顿了,3
一分价钱一分货质感差，做工差，开机键活动,2
客服差，说我把手机刮坏了，我根本就没用她的破手机，一个破卡针还要扣钱，爱**吧，以后再也不买vivo，京东要是这么办事的话，我也考虑卸载了,3
机器是9月12号生产，但是外包装是后封机器，不知道有什么猫腻，不过机器肯定是真的，心里还是别扭,2
玛德，刚过价保就降价了，手机不错，就是单纯不爽。,2
用了几天  打会游泳手机会出现发热现象    充电的时候也会发热,3
手机容易发热  电池容量大 但是不经用,2
这是我所有手机中信号接收最差的手机没有之一，动不动就没网络,2
手机买到手后10天就开始掉价190，机器耗电快，反应迟钝,3
手机充电的时侯充电头会发烫，不知道有没有危险！,3
进入每一个本机的软件都需要更新，手机更是开机就直接提示更新了两次，不知道为啥，是都这样么,3
手机有点厚重，背壳是塑料的手感一般，最主要的是买了没一个月现在比买时价格又跌了200块钱，当时我还是赶着vivo活动买的，不爽。,3
其他还好就是感觉电池有点不对劲   有点耗电 没有上面说的正常待机,2
手机可以，物流太慢，电池不耐用，还是我自己取货。,3
感觉有点卡，还行，手机有点厚，打开包装感觉不像新机，后来还查了是新机,3
耗电有点快，而且联发科的处理器也就那样，不过闪充好评,3
手机刚收到还没使用，比天猫vivo官方旗舰店要贵，而且也没送耳机,3
外形外观：还行屏幕音效：一般，勉强过得去其他特色：用电太快，电池有问题。,2
打电话，接电话会自动关掉，造成接不起电话，再重新播一次才正常,3
拍照效果：拍照效果真的没有几千万像素的效果，都不怎么清晰，有点模糊！,3
耳机都没有送，就只有这些，也不是vivo公司出厂的买错了，可以退货吗？,2
外形外观：屏幕与外框缝隙太大，不知道永久了会不会开胶。待机时间：玩了一盘游戏30分钟，掉了30的电。,3
下面屏幕有一条白横线，还有就是屏幕最下面黑暗的，这属于正常吗,3
偶尔会卡，电池不怎么样，但是还能应付，触屏效果不是很好有点不精准，不敏感，有时候还没效果。玩游戏不错吃鸡。,2
一般吧，不是很满意。当个备用手机,3
玩游戏烫手、卡、充电发热、已退货！,3
新手机上面为什么会有***抖音腾讯番茄小说?,3
目前用了两天，浏览京东竟然出现两次闪退，听说这个屏幕贴膜不好贴？,3
不送耳机，还不支持放双卡。其他的还没发现什么问题。用几天再来追评。,2
送的赠品和在说直播间说的不一样  让我拿证据 录播的不是一整天 让我怎么弄,3
刚买一天就降价吗？？？,3
每次退货都不好意思，但出钱就是想买个心怡，外观搭配不好，屏边该用白色才料做，感觉掉档次，,3
本来手机我还是满意的，但是基于客服态度不好，还有发放耳机拖拖拉拉，我只能折中给个中评了！五星好评就别想了！呵呵！,3
手机收到已经，用了不知质量如何。外壳不是很理想。希望寿命长点，售后好点。,3
我感觉评价包装和送货情况一点也没意思，试玩了一天感觉把声音调到最大有点轻度杂音，其它没发现什么问题,3
用的没有两个月就开始卡了，打游戏倒不卡，,3
比实体店贵100.心情不好,3
送耳机的，说所在地没有耳机，要求我删除赠品，否则无法下单。。。这波操作优秀,3
给我妹买的，说是无端发热，掉电快，其他没有什么问题,3
速度还不错试了半天，百分之20电量的时候，一会电就没了，系统不太习惯。已经协商退了,3
手机黑屏过一次，关机重启后才正常了；希望之后不会再有这个情况，不然就退了。,3
外形外观：外观不错，本来有送耳机的，收到货后发现没有耳机，问客服说只有老用户才有，可购买页面明明是有送的的。后来过了几天耳机才发货。,3
商品不错，但在处理出现订单已完成，而买家并未收到货的事件时服务上有问题，商家有责任并有义务保证商品完整的送到买家手里，而不是只管卖货发货,3
昨天买的今天收到，一看官网又掉了60元京东怎么这么不靠普，机子待用。,2
没耳机。啥都没。。。。?????,3
双十一买的，到现在才一个多月，最近老是出现断网情况，数据网络自动断网，大家谨慎选择,2
不大好，用了不到一个月，手机插上耳机，外放的声音还是能停到,2
手机有时会有过热现象，以及开屏时界面模糊,3
为什么没有耳机？接货时间外包装还有压伤漏洞不是急着用，我都会退。感觉一般般。,3
十年了，一直用vivo，平常都挺好，这次的，呵呵了，反应迟钝，还没我用了两年的老手机反应快！！！！！！,2
打游戏要闪退啊怎么？,2
拍照效果：还可以?其他特色：用了一个小时左右就开始发热烫手散热效果差,2
我个人感觉外形有点丑，不太好看，性能也一般般，性价比一般哈,3
手机上半部分有时候会很烫，刚开是几天的时候反应还挺快，怎么感觉越用越慢,3
手机经常发烫，原因不明，整体使用效果不佳。,2
其它都好，唯一的就是比其它平台贵两百左右，而且是裸机。,3
我不知道给我发一个联通的手机号是啥意思，演的是哪一出,3
极容易发热，打游戏会卡，黑屏，烫的厉害勉强带动和平精英,3
充电好容易发热，打电话本机接不通，对方可以接通，一句话不是很好用,3
这款手机不好用，不知道还能不能退，经常打电话会没有声音的??,3
还没用到一个月，手机打游戏的时候就老是卡,2
机子还行光头头的   没有耳机  说优惠到双十一   价格保持的真好 双十一 依然保持在11月1日的价格   官方牛皮?,2
待机时间：待机时间：什么软件都没开， 屏幕开着待机10分钟，电量从15%就关机了。,2
拍照效果：照相是真的不行屏幕音效：感觉声音小的很，带耳机声音得开大外形外观：长，手机长瘦不送耳机，服了,3
10月21号买的，22号到货，还没用到一个月就出现一次解锁界面卡住动不了的现象，难以想象还没到一个月的手机会出现这样状况,2
相素一般，来电显示未知号码，其余还好,3
手机一般般，电量也不够一天，需要充一次电，拿回来基本都要更新，总体一般,3
快充只是神话，现在突然降温，最低温度-13℃，巡航时间大大缩短，充电一小时充20%,2
一般般，不太划算，一个膜都不送，相比某平台就逊色多了，同样的价格，,3
收货后，外观及包装都还可以，但手机使用时，发现拨号时不能振动，问客服说vivo手机都没有这个功能，郁闷,3
手机好用，但为什么我买时不减200元，买了就可以减,3
塑料后盖，看着还行，手感不好。wifi不明白老是断网，要重连才好。充电比较快。,3
双扬声不好有回声，还有开声音大点，摄像头下位置震感很大，和有回声，其他还可以,3
经常性的断网，不知道什么原因，怀疑是手机质量问题，需要重新开机，,2
8+256的还有点卡，,3
手机用起来还行，就是手机壳太高。按返回键太不方便，有时候要按几次才行。,3
屏幕音效：看视频把声音调到最大，手机背片下半部分能听到声音和很强震动拍照效果： 拍摄效果还好,2
新买的 经常要重启手机才能连上网络，网速慢 不知道什么情况  ，拍照功能不理想，其他还不错。,3
手机还可以 但是做工细节不行   而且我是2021年2月下单给我发的是2020年6月的手机   充电插口感觉有点弯,2
电池不合格，放那里待着机，刚看了一下，耗电百分之三十了,3
外形外观：手机正面屏幕有轻微的胶质磨蹭痕迹差,2
色彩很黄，色彩度不好,2
外形外观：卡托材质有点软，待改进，同以前的卡托质量没法比，材质待改进,2
收到就有划痕，说是七天无理由退换，我就没在意，玩了玩觉得比其他手机网都卡我就退，结果不让退了,2
网络时不时断网，开机久开应用时间普遍长于老款，稳定性低,3
时不时间接性断网无疑了，好评率哪来的,2
电池不好，待机一晚上用百分之十的电，日，垃圾完，电池,3
一般的性能，摄像头比其它同价位的差,3
一天3充电，掉电厉害,2
打游戏什么的还行，但是玩盖MC中的闪退，我是无语,3
反馈一个问题，手机在包里。手在外面，都没摸到手机，自己解锁了。前两天到手的，出现过三四次了。,3
感觉挺好的，就是充电器，不太好看，还有就是，没有耳机,3
一般吧，cpu不够强大,3
这电池是真到位，相比较来说不如我用了4年那个。看看电子书下电与我之前用的手机打游戏差不多。,3
一个月掉了三百呀，这一天天，现在的价才是它的价值呀，之前都是虚高呀，另外，上网信号不是很好,2
信号不好，录音声音非常小,2
才用几天，使用起来有些卡顿，屏幕不好使,3
质量一般，电池不耐用,3
振动一下  自动关机啦  停一会儿又自动开机啦  赠品赠个手机卡吧  是个湖南号,3
难道就只有我一个人用这手机。会偶尔性的断网没信号，刷不出视频来吗？！！！！其他的都好，就是时不时莫名没网了让人很恼火,3
不好用，电池又不耐用,2
刚买一天  进入一个界面 有时需要点好几下才能进去 手机点不灵敏,3
还行，玩游戏很烫。退出软件的时候有怪事，我不知道怎么形容，总之一般般吧,3
一般般，屏幕并没有很好，有时候需要点好几下，不适合玩游戏,3
用了一天，卡死两次，其中一次闪退一次黑屏，打个王者都能黑屏,2
待机时间：为什么主题商店里有下载好的主题，不是系统自带的，而是额外下载的，感觉好像是别人用过退货的，请解释一下,2
今天用着打游戏竟然出现了短暂的屏幕失灵。哎，这次购物体验很差,3
缺点，太厚，耗电太快，一天不到就没电了，其它还行外形外观：背盖容易有指纹,3
手机优化不够，来电反**机静音，默认开启，无法设置！尺寸也不协调，我退了,3
电池电量觉得掉的有点快，不像一部新手机该有的,3
物流挺快，但配配货挺久，然后产品设计方面有点不太满意吧，第一次充电就有点发热各种情况,3
语音有问题，录音不清晰，而且像素没有那么好我买完以后才搞活动，又送耳机，又送蓝牙耳机什么的,2
电池时间段  刷视频一会就没电  不知道是不是假的,3
照相清淅，6400万。无线W|F信号不强，有点卡。比我用的红米K20差。,2
挺后悔的，系统真的难用，自带软件的广告推送也都关不掉。第一次见着不交定金预约的送无线蓝牙便宜50，交定金的反而什么也没有。其他 倒是没什么可挑剔的，对得起这个价位，凑合用吧。,2
巨坑，昨天买的今天就降价30，感觉还不是新机，打开音频居然有2019年的10几个保存在里面。,2
良心评价一下，性能这个价格来说不错，，小毛病太多，只有我打王者的时候突然就听不到我说话，或者队友说话了？玩着玩着突然听不到声音，才几天买回来,2
不玩游戏都有点发热，刚到手才两天就有一点点卡不知道什么原因,3
不怎么用电池一天都不够用，还有点发热，点屏幕有时没反应要点几下，感觉是旧手机一样,2
用了两天的感受，有点卡电消耗很快。充满电跟用了两年手机一样一点不耐用。,2
屏幕分辨率真的不咋地，还有就是2020年手机，比我2018年的手机还要厚两倍？！怎么搞的,2
我觉得台手机老卡机屏幕有时死机，而且信号差，反应慢，不像是新机。奇怪，是实事求是说的,3
试用两个星期，手机一般般，只是广告打的响亮，电池掉电很快,3
不错，就是发货太慢了，！！！！！重中之重，是把我的忘记发了，催了很多遍才发,3
质量没问题，就是用料不太好，塑料一体机身真的压不住这发热！！！游戏手机发热减材实在不应该！！！,3
刚开始用的时候声音还好，一段时间声音越来越小，用一下手机居然就发烫了，打游戏也不怎么流畅，唉,3
使用第三天发现，我的没法使用****功能和旧手机互传资料?,2
屏幕音效：我是个视频博主，录屏时必须把声音开到最大才可以耳到声音????运行速度：用了不到一个月玩游戏闪退2次拍照效果：一般,3
用了半个月，手机卡屏三次，醉了，拍照的时候屏幕卡住了，运行也不流畅,3
充电太垃圾了，打着微信电话充了五分钟电量没变,2
用了40天自己后盖爆漆的小点越来越多，不知道最后能成啥样，刚开始以为是灰尘，后来发现是爆漆的小点，质量差啊,2
一般般，手感不是很好，但是活动价格不错，一千二买的。,3
我有点麻 手机会自动黑屏死机 长按不开机 也不亮屏 我能咋办 这是不是问题很大 没救了,3
声音有点小，手机抗干扰不行 接不到电话或者听不见声音,3
手机整体一般，玩游戏会卡，耗电量也快。最不能接受的是手机还在配送的路上就降价两百,3
一般般，没有消息显示灯，耳机口在下面夜不好用,3
手机收到2天，2天晚上还有50%以上电，到明天早上直接就关机了，为啥，手机不能待机吗，2天在看结果，,2
618买的比较划算吧，看促销买手机送耳机，结果没耳机，要了三次才给发过来,2
物流速度是挺快 但是刚到手的手机卡 这可真是绝了 也不想退了 就这样用吧,3
买来当备用机使用  满电无后台待机一晚(不到7小时)用16%的电,2
有点卡，一点都不符合我相想中的，运行速度，感觉还没有我3年前vivoZ1用的流畅,3
用了有一段时间了，现在打开软件偶尔有闪退情况出现,3
真给IQOO** 虽然不那么贵 但在打游戏这方面总做的应该好些吧 掉帧严重 一点游戏体验没有,2
外形外观：看得过屏幕音效：差了点拍照效果：一般运行速度：掉帧待机时间：短用电快其他特色：没什么特色,2
使用了几天第一天插卡不显示联系人，更新了系统可以显示联系人了，在同一地方网络今天遇到没网络情况，流畅性还行,3
老人用，还可以，就是无线连接不怎么强，时不时断,3
没有耳机和钢化膜的，手机开机就有好多已下载的软件,3
竟然没有呼吸灯，通话声音调到最小如同外放。整体感觉缺陷比较大，还不如买红米K30S，虽然还得抢购，总比这个用着舒心。,2
下载王者进不去，卡顿，不是说打游戏快嘛 。,3
好家伙，游戏进不去,3
色彩不够鲜明，还说是6400万像素的个人感觉不太清晰,3
不知道用着咋样，里面有下好的歌曲，也不带耳机，,3
不是正品,3
到底经历了什么咱也不知道，送到箱子都是烂的，手机不打游戏掉电也快，啥也不是,3
玩耍起来还可以，打游戏的话吃鸡有一点点的卡，不知道是无线网的原因还是怎么的有时会掉网,3
手机充电慢，还没有z5快呢，但是充电器功率比z5还大，手机耗电也特别快，我为什么喜欢在京东买东西，因为今天买明天就可以送到手，京东购物这么久，有买到很好的产品。买来这个是送人的，她很喜欢。卖家的贴心让我感到很温暖。以后我还会来选的。,2
拍照效果：不好，不是很清晰待机时间：耗电有点快运行速度：还好，一般外形外观：色没有照片上的好看,3
耗电特被快，充满电用一下就没电，和旧机有的比拼,2
手机用了半个月才来评价，手机用着还不错，就是电池电量不耐用，感觉电池有问题，在京东自营买了四个手机了，就感觉这一个手机电池不行,2
杀后台运行锁不住，什么加入白名单，开自启动，开高耗电，都不管用一会再看还是重启,2
怎么说呢，有点卡不是很流畅，用了有一周了吧，给我的整体感觉不是很好，总感觉不是新机，是合成的,3
手机买来以后，昨晚拆的包装，开机以后发现手机左侧有一条直线，有时候有，偶尔消失。刚打了把王者，按着这条线的位置操作没反应，我现在该怎么办？,2
不敢用久了，不知道为什么新手机刷一会儿视频就会发烫,3
手机买了几天降了一百元，当时还是秒杀价呢，原来平常的时候更便宜，赠品也没送，退差价也退不了，京东现在是越搞越差了！,2
第二次充电就没有快充那个标了而且充的还比第一次慢很多其他的还好,3
运行速度：还可以待机时间：较长屏幕音效：屏幕膜容易出划痕外形外观：较一般拍照效果：差其他特色：严重发烧,3
手机音质不怎么样，，，，，，，，，，，，，，，，，，，,3
不是自己用，但用者说一边跟女朋友打电话一边打游戏会莫名弹回通话界面和灭屏另外，刚领到手机后充电很慢，后面属于正常,3
这部手机不支持双卡双待，为什么介绍手机说是双卡双待呢？,3
体验一般般，不知道是我的皮厚还是手机问题，有时触摸不灵活，有时点了几次才有反应,3
手机没送耳机，而且用着一般，京东快递还特慢，大清早看就离的只有几百米送了一个上午，到两点多才送到，带着孩子楼下等了一上午，孩子都没睡觉?,2
外形外观：这个价格可以屏幕音效：开始左上角有没有反应的，升级系统后暂无，观察中拍照效果：能接受运行速度：暂时没有卡待机时间：充电满看视频两小时掉20吧欺骗消费者的行为，确实不合适,2
整体感觉一般，屏幕离近看能看到小方格，貌似不是高清屏，要不是网上说neo5屏幕辣眼睛就买neo5了。,3
搞错了，是从网上买的,3
待机时间不长，耗电快，基本都没怎么用，电就快没了，才拿到手的，其他具体情况还不清楚,3
待机时间：感觉耗电有些快 比之前的手机耗电都要快一些 问了客服说正常其他特色：看了半个小时直播手机会发烫 我深深怀疑液冷散热是闹着玩的,2
太耗电了，电池根本不经用，玩了三个小时的游戏，就用了一半的电，其他的还行，快递包装封箱的那个地方烂了,3
运行速度：贼快待机时间：也就啥也不干，待机久点，打游戏三个小时左右就不行了拍照效果：不咋滴其他特色：打游戏自动变为暖手宝，果然是一分钱一分货,3
外形外观：外观还可以，沾指纹屏幕音效：立体感，声音大，音质好，挺不错拍照效果：不行，像素水分太大运行速度：暂时还可以待机时间：中规中矩其他特色：预售真是垃圾垃圾垃圾垃圾,2
外形外观：外观还行拍照效果：像素不好运行速度：感觉一般，不玩游戏就烫。摄像头那边容易发热屏幕音效：双扬声器还没感觉有啥不一样,3
用了两天，今天在家里突然掉线没网络，持续十分钟左右，以前用别的手机可从来没出现过这事，最多就是网络慢点而已，再观察下。,3
外形外观：前面挖孔不太好看屏幕音效：屏幕一般拍照效果：拍照垃圾待机时间：一天轻度可以的其他特色：没有呼吸灯感觉感觉好不方便，返回主界面和后台释放不太好用，nfc时好时坏。,3
没有想象中的那么好，耗电快，反应也行，以后不会在购买了,3
