评论,评分
外形外观：外观看上去时尚，看上去较厚实，拿上手手感一般吧，较有重量。屏幕音效：屏幕比之前好几个系列清晰不少，但是分辨率还是不够细致，较一般的视频色彩冷色感强，没有太多色彩感深化。拍照效果：拍照白天还可以，照片细节还是待优化，毕竟线下主打品牌，怎么也得看家本领拿出来，变焦方面定位感一般，抖动较大，很难控制，也许是技术层面上的东西。运行速度：这点不是很理想，比不上骁龙845呢？性能很一般，几乎的打开软件的响应速度较慢。待机时间：待机时间上还算过得去，但使用时功耗较大，CPU发热严重，一般都在60&deg;样子了。其他特色：手机打开盒子包装后，手机屏幕有一块被擦过的痕迹，仔细观察与擦试并不是贴膜外表，感觉手机屏幕上的擦痕，本人没撕开看，这种产品的品控怎么会如此？,3
"总体来说一般。用了3，5天，打王者,选完角色进图读取时崩溃过一次(不知道是手机原因还是游戏原因)，看着爱奇艺，还有几个app在后台，来了电话接听，滑了2下没接起来，音量键加减，那个感觉真难受。要换5g手机，抱着试试看的想法在相信一次vivo，毕竟网上近期评价很高，结果失望了，还是不行，高配感觉和我之前的小米8差不多，就是电池确实耐用（相对比小米8），除了是5g，真的不觉着比我2年前买的小米8好多少。用过苹果，用过华为，用过小米，用过vivo，也有用OPPO，总体来讲，我的个人使用来说（打游戏看视频聊天等），苹果最好，小米其次，华为OPPOvivo同等。用过苹果小米的不建议换这个机器，用华为OPPO的可以换，没有对比的情况下，还凑活。只不过这个价格，还不如便宜1000给我妈妈买的小米（红米k40）。外观很好，很大气，屏幕也很大气，拍照的话我也不懂，大老爷们也不拍照",3
手机其他都很好，电池掉电太厉害，晚上充满后关闭后台所有软件，待机情况下，早上起来掉电百分之20几，不打游戏，偶尔玩会，下午七点就只有20的电了，有点吓人，1080处理器能耗太高，网络有点点差。手机拍照可能没有其他牌子能达到这个效果，确实清晰，喜欢拍照，不担心电量的可以买,3
外形外观：用了10年vivo，因为外观都很好看，颜值控。屏幕音效：我没有fai hai，你却没有hai fai。没有hifi，还步步高音乐手机吗？拍照效果：x30pro，完全冲着60倍变焦，差的一p，抖的厉害。x30和x30pro，相差700大洋，基本上差别就是那个长焦镜头，不值得，x30就够了。运行速度：运行速度只能说没什么问题。待机时间：待机一小时一个百分点，打游戏有点持久，8-10小时。其他特色：没有hifi，x30，3300起，x30pro，4000起，差别就在长焦镜头，个人觉得x30值得，x30pro不值得。为了60倍变焦的，可以考虑放弃。,3
反应迟钝，真心的不咋的,3
待机时间：电池不行。用电太快了,3
待机时间：我感觉vivo手机的电很不经用,2
手机竟然屏幕刷新率是60，真心醉了,3
卖手机不带顶针，你叫我如何换卡？？？大大的差评。,3
客服太豪橫，京东店大欺客,2
。。。用电太快。有时连网都卡。。。。,3
也是醉了，刚买两天就降价300，无语了,3
待机时间：待机时间太短，都用不了一天。,3
有时候视频有回音,3
其他特色：手机太重，太厚，手机性价比不高,3
才买了不到一周就更换套餐，京东很坑啊,2
手机电用太快，还有手机老是发烫的,3
机身太重系统操作不人性化单手操作非常累,2
打游戏都划不动，有点失望,3
买回来两天发现摄影头里面有尘，太牛,2
服务态度太差，尤其是电话客服，,3
不好，第一次买手机掉坑里了?太失望了,2
送的手机卡是骗人的，说明书跟具体开通后套餐不一样，具体看图片。,3
我刚刚买完，赠品耳机就从有线的，变成了蓝牙的，十分不开心，已经在京东自营买过很多个手机了，就这次最不开心,3
手机才用两就发烫，差评,2
而且电还不耐用，就听个小说一早上都能干掉百分之三四十的电，,3
没有想象的那么好。耗电太快，最后一次买vivo,3
手机没有问题，就是明明办的白条12期免费分期购买，结果账单出来全部得还，坑货,3
手机太厚了，网速好慢，还没有用了两三年的旧手机网速快。,2
用半个月就发烫，是怎么回事，还是新手机。希望给个答复,2
赠送的大王卡一直不到，客服就一直敷衍，快递电话又打不通等了好久一直不解决,2
经常没信号 经常没信号 经常没信号 是什么鬼？大问题呀！！！都不如我的x20，能退吗？,2
新机耗电太快，不玩游戏，耗电太快,3
入手第9天，感觉耗电太快，出门充满电，待机一个小时，没有玩游戏，没有刷视频，掉电15%,2
上网速度很慢，和之前用过的华为和小米的手机相比，天壤之别，怎么回事？上网速度还不如华为一千多的手机呢其他还行,3
手机太小太轻，不知道质量行不行，害怕的厉害,3
给两星够了，新机刚用打王者，就闪退，不知道别人怎么样?无语了,2
差评，比别的平台贵，赠品还不给发货，系统自动取消了，各种理由不发，把责任都推给客户。没见过这么垃圾的。,2
第一次买手机买到这样的，也是第一次买vivo，生产日期是2月26日，我买到的是二手吗？还是品控也就这样的？虽然没有质量问题，但是影响了我的心情,3
耗电太快了???一天不咋玩都得充一次,3
说好的送蓝牙耳机 结果没送  ！有种被骗的感觉！如果不送麻烦请不要标注！希望商家能重视！本来想好好评价一下手机 结果一点心情都没有了！,2
很快没电，以前没用过vivo，第一次买就有点让人心累，后悔了,3
3000多块钱买的手机，一点填充物都没有就放了个手机盒装手机，外包装的纸箱都快坏了，真不懂得该如何好评！,2
手机没用多久就机身发烫，反应慢，之前一直用vivo，这次让人失望,2
一打开快递箱，就看到包装盒上面有一个被砸的痕迹，我严重怀疑手机是不是掉在地上过？,2
手机的待机时间是硬伤，可能这是我用的最后一部vivo手机了，感觉是越做越差劲,3
好不好买了就知道，客服垃圾，员工能力有待提升,3
济南京东营业部出来  还要跑去德州再回来  真服气  害我多请了一天假,2
耳机口和充电口居然和小米MIX3是一样的，不是圆孔的了，拿到手心凉了半截，太气人了，差评,3
还得买大品牌，这品牌不行啊，为了微云台买的这款  手机，1个月内卡死3-4回，需要重启才行。大家还是买大品牌吧！！！,2
拍照效果：冲着60倍变焦和超微距买的，但是感觉用超微距拍出来很模糊啊，没有想象中的清晰,3
*****了，人工客服也是答非所问，体验感不好,3
用电太快，新手机一天就需要充电两次了,3
说实话是真一般 连无线网一直就是不停的断开连上断开连上  各种bug,3
无线网好了我的问题不好意思   用了几天感觉电耗的特别快 不是一点是特别快  删除不了的软件太多了,2
这手机电不知道怎么回事，新手机冲满待机一天都不行，这次网购很失败,3
以后京东也不能信了,3
拍照效果：感觉变焦以后画质不好其他特色：手机发热有点严重，用两天看看吧,3
WiFi上网特别慢，不知道什么原因，现在用的iqoo在同一环境下比x30快的多，不知道原因在哪里，而且买了也不能换。请问有什么改善办法,3
手机到了几天了！说送的东西一个都没有收到！没有就别说送！这不是欺骗消费者吗！,2
手机没有感觉物超所值，待机时间没有优势，价格也没有保障，刚买了一个礼拜多一点就降价三百块，用户体验非常不佳，可能这是我用的最后一部vivo手机了,3
有点小失望，手机不存电，充满之后没用一会儿电就一半没有了,2
买了不到半个月降价100,2
手机太差了，尤其是屏幕哪有说的那样三星最好的屏幕！都是唬人的，这是我最后一款vivo手机！有买的慎重,3
其他特色：这个手机电源按键和音量按键截屏功能太**了！取消又不能取消，设置手机的人有毛病，一天都得截屏几十个！买手机的人强烈建议多了解下,3
电池续航很差，手机用一会严重发烫，手机信号也不是很好，视频总卡,2
很容易发烫，夏天这种天气在室内，只要一开视频或者打游戏，3分钟就烫到不行，一发烫还影响网速及电池使用时长,3
手机用了一个多月坏了，去售后检查完换了新机，售后服务很好，京东的延保不要买，是第三方，有坑，,2
"刚买的vivoX30太耗电了,比我之前的老手机还耗电。是怎么回事啊？待机不到两个钟就没了百分之6的电，各种耗电软件都关了还是很耗电。",2
像素扩大后的效果不太理想，不符合60倍的描述。29号入手，8号查看降价200。降价太快，第一次购买vivo，遇到这样的事情，比较失落?,3
机身较重，不怎么玩手机，待机两天,2
手机用着也还行吧，这么多年品控也行。就是搭配赠送的什么在线医疗服务真的是坑，被套路了，直接签收绑定商品不能退货。很想给差评,3
拍照效果：拍照人是斜的，自拍眼斜，脸斜，有点失望，本来要退货，预约时间过了一天都没人联系，也没上门取件，真失望，最后考虑退货太麻烦，还是算了，以后在不用京东了，差评,2
耗电太快了，不管是待机还是玩，前天买的，昨天晚上充满电了，一个晚上就用了我百分之四十的电，我旧的手机都没有这么耗电，真心不太建议买,2
手机太不保值了，才一个星期没到，掉了两百，很无语,2
依旧换新活动，太假，京东报价和实际成交价，差距太大，大家谨慎换购。！！！,2
手机还行吧，没宣传那么好，4g卡，也感受不到5g的速度，系统里面乱七八糟的，没有我1加5t做得好。快递最恶心了，这里不说了，投诉了好多次，客服回访了好多次，总之不开心的购物。,3
东西昨天到的，问了好几遍价格不会低。然后用了plus会员减了五十块钱。然后今天就来了所谓的大促，可以领大促券减50。所谓申请保价。然后又说什么没有进行降价，真的是各种玩文字游戏。,2
耗电特别快，而且非得搞了原装膜，特别难换的那种，撕不下来的，而且那个膜还很容易留指纹,3
感觉都没有X20好用  起码X20连WiFi不会掉线   这个手机老掉线  而且很卡  送的蓝牙耳机完全就是垃圾  听一首歌卡顿几次  如果不是拆包装的时候弄坏盒子了  真的想退了   不值这个价   还不如一千多的手机,3
掉电太快了吧无语，放在这里不动一会10%就没了,2
大家小心使用以旧换新这个功能，回收手机的肯定会把手机的价值贬低到你不想换的地步。以旧换新这个基本上就是个骗局，除非你能接受他们上门回收的价格，回收价格很低，最后你还要补回差价。,3
待机时间：待机时间太短。正常使用才。嗯，五个小时半天左右。相机的像素拍软染出的效果60倍，效果并没有那么好。,3
待机时间：不怎么样，耗电快，充满玩一早上都不行，差很拍照效果：60倍放大很模糊运行速度：吃鸡有时候卡很，很后悔买这手机,3
拍照效果：超级月亮模式提示不支持变焦，太搞笑了，居然还得自己清除数据试试，这也太智能了！,3
拍照效果：有时候会自动模糊其他特色：刷网页返回页面非常慢，反应迟钝，接电话还会断断续续,2
手机发烫得厉害，一玩游戏手机整个人都烫手得不行，我之前用的手机都没有这个严重，我怀疑我买了个假的，烫的离谱,3
扬声器声音忽大忽小，说是系统原因，等待系统更新！上网查，发现很多用户跟我有一样的困扰，请尽快给出解决办法！,3
以前一直用vivo手机感觉都可以，这一次对vivo失望了，手机太烂了，以后再也不用vivo手机了，刚买回来的手机玩一会就烫，待机时间也不长运行速度一般像素一般,2
外形外观：外观还可以待机时间：太耗电了，一点都不耐用，同时买的荣耀V30pro和X50，待机时间简直就是天差地别，真的一点都不耐用??，难过?,2
电池太不经用了，充满手机壳待机什么也不干都只能用一天多点,3
使用时间长会发生手机发热对现象 问客服也回答不上来.简直无语. 视频不到半小时手机就会发烫 不明白是怎么回事.客服态度也不怎么滴.,3
照相还可以。但指纹敏感度太差，还不如背面录指纹的X20。而且又厚又重，老婆不太喜欢。vivo前几年广告费花多了，这几年技术是没什么长进？,3
外形外观：一般，很普通的感觉拍照效果：拍照一点不防抖，特别变焦越大，越厉害。,3
缺点机子容易发烫，打个电话发个视频电话会发烫，充电速度极慢，关键是不经用，3200佰多的价格，不直,2
我的闹铃里有二个以前的记录，机子是新的吗？待机时间让我很失望，待机时间不怎么玩，待机也不到一天，下午就要充电了，去电很快，第一次使用vivo手机，有些失望了。,3
用了不到半年，每次充电要二个半小时，唉???,3
使用了大半个月 感觉这手机用的有些不咋地，第一不好就是网络很差我用X20能连无线2格信号这个都连不上，游戏体验一般 感觉换X30还是差点意思,3
这手机的网络真的有点伤感情，多年的信任都没了,2
很耗电，一下就用完了，而且充电又很慢，都有点后悔了,3
写的闪充，但实际上不是闪充，充的好慢啊，挺失望的，发货也慢,2
我想说，拍照真的很好，但是耗电太快太快，而且一直会没有网络，打开一个程序要等十几秒以上，然后才好。如果冲拍照可以买，要玩游戏慎重吧。,3
刚用半天，其他问题暂未发现，最主要的就是电池超级不耐用，百分之四十九的电待机四个多小时就没电了。,3
电池超级不耐用，从买过来开始反映这个问题三个月了没啥反应。,2
手机感觉有点厚。用了几天，还不够七天本来想退的，京东收件时说售后填写不及格，撤销售后单重新发起后已经不能退了。用手机流量时经常断网，根本玩不下去游戏，一断网就是十几秒。京东收货的说有售后数据，还是可以退的，就发回去检测了。退手机是真的难唉。。,2
现在的京东自营真的不知道是搞什么鬼的，售后售后差的要命，产品产品也差的要命，原先是买了一部x50，后来拿到手开不了机，几番周折把它给退了，再换乘x60，让我说啥好？,3
后悔在这里购买，显示免12期息，不知道为什么还要收，充电一个小时，充一次电用不到12个钟，耗电太快了，我之前买的用电没有那么快,3
手机刚开始用，正在设置的过程中渐渐觉得头晕，后来实在忍受不了了，发现是包装盒散发的不知道是胶还是油墨的气味，一股有机化合物的气味，特别呛特别难闻，闻了让人头晕，我想，一个好的手机不应该配这样的包装吧，太廉价了。下面说手机吧，试了试相机，确实拍照很清晰，剩下的以后再追加评吧，今天被熏的头晕了。,3
外形外观：非常好看我非常喜欢运行速度：非常卡，还不如我之前买的x27，非常失望待机时间：不看视频不打游戏可以待机一天拍照效果：马马虎虎实话实说一直用的vivo手机，但是这次真的让我非常失望，手机卡顿太严重，打开新浪图片加载不出来，下载个视频卡的要死半天都没下载下来，这次的购买让我对vivo这个牌子彻底死了心,2
手机应该没问题，就是优惠力度太小了。之前6.18买了个同型号的，嫌内存太小退回去了。上次买的2909还送了副无线耳机，说是值200多元钱。这次买了个最大内存的，花了3799，居然啥赠品都没有。差评。,2
待机时间：续航很差，早上充满电，上班期间不怎么用，都坚持不了一天，之前的华为手机能待机2-3天，这个不足1 天。。。。抢了几天抢不到华为，想试试vivo，看这效果真是心累,2
刚到手十几天，价格就降了300，太@了，更可恶的是卡1电话接不起来，客户无法联系我，影响工作,2
我是用这个牌子手机很多年了，这次购买这手机有点问题，就是上方总是有一条线跳动，售后说要给我发新手机不知道收到后会不会，还会出现这问题?售后还说要拆手机看看有没有受潮，我这买了不到一个月，摔都没有摔过唉，最失败一次,3
这体验感太差了吧！手机总是在不知情的情况下电话无法接打还处于关机状态4G网也用不了必须要重启手机才能恢复正常，才用了第八天就出现了而且是三次次了！第一次没当回事结果今天连续出现两次，表示头疼(&acute;;︵;`),3
这个手机真挺一般，拿回来用互传传了一下软件，手机就很热很热，都互传软件了，也不知道还能不能退，就这样用着吧,3
待机时间：手机发烫了啊，电量消耗太快了，刚刚充满一下子就没有了百分之十，现在担心能不能用一天时间了,2
你们的电池耐用吗？我的直线下降电量啊，听了三五首歌手机发烫了，四十多分钟就没了百分之十二的电量，商家不配充电宝差评，一天感觉要充电三四次才够用阿，都准备退货了心态崩了啊,3
续航有点尿崩！做工感觉就不像三千多价位的！按键很松，可以四边摇！然后发热还有点严重！感觉入坑了，勉强用吧,2
用了两个星期，有点失望，我只玩很简单的小游戏，明显感觉不灵敏。,3
手机严重发烫，然后不像是这个配置的运行速度，新机第一天，都出现卡机现象，买vivo只是看重拍照，其他的，真的不好用,3
从来不打游戏，逛淘宝，都发热???,2
对这次的快递体验感一点都不好，外包装的盒子都烂了，而且里面防止撞击的也都瘪了，这里面毕竟装的是手机啊。手机拿到手居然才16个电 手机充电器是脏的 盛手机的盒子也是脏的。手机差不多一天一充电 拍照功能很强大,3
收到货了来评价一下～手机? 还可以～送的那壳质量太差了～装的时候好紧～硬装上去去壳去不掉～用刀片划那硬壳还划不动～拜也拜不掉～手都划伤了～也不掉气的我都想把手机摔了～没装电话卡再难扣也得弄掉～手机壳也没我用刀片划伤了～这么不符合手机的外壳还送～不如不送～麻烦推销手机的也试装一下外壳跟机身配套不? ,2
拍照功能只能说没有想象的好，前摄像头像素不是太理想，外放声音太小。不值这个价。,3
屏幕音效：声音嘶哑不太好。桌面给个人感觉太脏无用APP太多，不知道干什么用。其它将就,2
1、NFC不能单独用吗？不用钱包自带的厦门E通卡，单独安装e通卡app无法关联启用NFC。另外钱包自带的厦门e通卡说能转卡，没看到该功能。2、蓝牙也无法关联海贝音乐，无语。,2
手机带电一点都不好，太差，还没我用了两年的手机带电好。新手机充的电一天都拿不到。,2
手机掉电太快，还没有我的小米手机好，买的有点后悔了，有时还卡顿，卖的比小米贵，真炒蛋,3
待机时间：电池不是很耐用，买回来1天不到，充满电，电池用不到第二天，还不如vivox9呢，之前买的vivox9充满电能用2天（看视频，经常用的情况下）有点失望?拍照效果：拍照没有预期好，拍出来感觉有点模糊（不懂是我拿到的这个手机问题还是原本就这样）外形外观：不是预期中的颜色，有点失望屏幕音效：看视频有点模糊，都不清晰，和我之前的手机比差多了，看视频放超清感觉还不到高清的效果，体验太差了，眼睛都痛了其他特色：第一次对一部手机这么失望?,3
首先说实话这手机除了像素还不错之外，其他的不是想象中那么好。第一充电头居然跟其他安卓机不一样，请问你这是要显示出你的与众不同么？还是为以后用户数据线坏了又没办法再买你家的？第二充电插孔居然跟耳机插孔共用一个孔，请问你这是害怕在手机上单独设计一个耳机孔影响美观吗？第三选择夜景模式拍照时就会自动的像秒表一样倒计时好几秒，你不要说这是手机在自动聚焦，人家用户货比三家买手机图的自然就是体验快捷方便，排一张照片还要倒计时都等待，你说这是啥设计？更不要说是我美设置好，我告诉你为了这个问题我只能说暂时还没把手机送回厂家了。第四还要吐槽一下卖家的快递包装，简直就是随便了事，就一个很薄的纸盒子，到我手上时可以说外包装都快烂了，幸亏手机没问题！,3
感觉电池不耐用，买回来放了一天去了百分之50的电，耗电太快了，感觉买亏了，不值得，,3
用了一个月都没有就卡了，续航也不是很好，很容易发热，时不时卡屏让人很烦,2
不知道为什么电池超级不耐用，基本不玩手机，也很少接打电话，也最多能待机一天，怀疑是不是全新机。,3
第一次买vivo的手机，很失望，送给女朋友的，手机颜值是挺高，但是现在新机就出现偶尔卡机，电池也不耐用，轻度使用，一天都撑不了，而且声音还时大时小 ，以后不会在买vivo的手机了，非常失望,2
外形外观：手机太厚了拿着累，待机时间：电池不耐用下午收到贷充满电还没怎么玩就剩%50的电了，运行速度：速度不算快其他特色：拿着手机看来看去没什么特别的，特色就是接电话发热严重，感觉手机是二手的才开机里面就装了很多东西了！想退货了不知道能不能,3
买这台手机的时候买了一台红米k30至尊纪念版，后来给退了买了x60，屏幕明显能感觉出来120hz红米的要比x60流畅，另外x60电池非常不耐用，4300的电池，晚上什么也不干，就待机，11点睡觉88%，早上7点起床就只有77了，唉，花大价钱买了个电不耐用的,2
按照客服要求，更新了一下系统，待机耗电依然惨不忍睹，夜里2点电量49，待机到早上八点半还剩37，日常使用就更不用说了，还4000多毫安的电池，怎么会这么不耐用！！还不如千元机！！,3
太费电了，还不如我用了一年的荣耀9x用的时间长。界面到时挺好看的，其他的还不如9x，当初从x27换9x也没有感觉不好用，现在换回来感觉除了好看也没有什么地方好，还特别费电。在老家4G经常找不到，通信不如9x。从手机上方下滑查看消息太不好用了，还要用另一只手从从左上角下划查看，比较失望。,3
1.wifi信号差，微信发文字信息都要转几个圈圈才能发出去。有时候应用市场里不能下apk，提示已下架和无网络。跟苹果6比，连同样的wifi，下载电视剧，速度慢成蜗牛，下面有图片。2.拍照非常好，特别喜欢虚化背景和夜晚拍照功能。一度我都想忍忍wifi的烂。,2
用了半个月了，说下感受。待机时间短，一天不怎么玩到下午5点就只有百分之二十的电了，玩游戏的话最多管半天。玩个@还会闪退，操作快了会卡死机（怎么点都没反映），花3500买的真的不值当，用了半个月卡死过三次，心累。可能是我运气不好，买了个不好的机子。以前一直用华为的，第一次买vivo手机，体验感真的不好，这是我买的最贵的机子了，以后再也不会买这个牌子了，真的。手机这个东西也不好退，唉。,2
买来不到一周，只是看个小说，待机都不到一天，很怀疑是返厂旧机，差评！！！待机时间：太短，是新机吗？！！！,3
手机电池怎么不耐用啊，我还没玩游戏呢，就和我旧手机耗电差不多了，不对，没有旧手机强，旧手机好歹还玩游戏，看小说视频了，这啥都没干，电量就嗖嗖的下?,3
已经用了半个月了吧，我就想问我明明手机外面套了保护套的，为什么侧边边框掉漆这么严重，而且我手机也就摔了一两回，还都是平着着地，从来没有侧面着地的，有点怀疑是翻新机，有老黄瓜刷绿漆那味了，而且手机很容易发烫,2
朋友们买了一星期，我来追评了，客服说让我系统升级一下电量会好一些，我升级了还不如不升级呢，跑电更快了，现在是一分钟一格电，电量早上百分之五十八，一上午没有使用剩三十三了，我还开了省电模式还这样呢，如果不开的话，估计一上午都用不了，要随身携带着充电器了，还没有我的用两年的旧手机好使呢，送过来的时候还可破，厉害厉害，这就是我的真实体验，估计也是最后一次用vivo了,3
月了一个月，好垃圾的一台手机，不玩冲电慢50分钟满，用电快，特别是一边冲一边玩游戏，差点冲不过来关机。平常上班待机一天也用百分之80电。网络好送断网严重，王者好时90。-110-399贴经常，手机发热严重。这三星1080还不如华为820的芯片我真想不到这手机优点。我和同事同一天买的还不如他的vivos9.,2
手机薄是真的薄，但是耗电也是真的快，比我旧手机耗电还快，我不打游戏，不刷视频就只是随便设置一下手机，还设置了省电模式，可是一会儿就没电了。而且不知道怎么回事，我晚上充满了电，睡一觉醒来手机没电了。手机容易发烫也是真的，不刷视频，不打游戏也发烫   我就看看图片就烫,2
买的后悔死我了，根本不值得。,2
什么破手机？卡1.一会信号一格都没有，一会有，但是就是一个很无语,2
待机时间：电池超不耐用,3
拍照效果：一般运行速度：一般,3
买了没多久降价两三百，郁闷死了,3
说好的一年免息分期，完了直接变半年分期,3
手机电池不耐用,3
电量消耗有点快,3
外形外观：手机太厚了！,2
就是电用不了多久,3
待机时间：时间还行,3
我编辑的贺卡没有！我编辑的贺卡没有！我编辑的贺卡没有！,2
没有想象中那么好,3
这质量也太让人失望了，我才用三个月，开关键无故失灵了，恼火的是还得找线下的维修服务点，远的很，如果不是设置了指纹开锁，都不知道怎么开熄屏了,2
这个手机唉 有点不开心 安装应用的时候点安装，然后，会没有反应，需要点好多下才能有反应，然后就是这个手机的信号不好，我的荣耀手机，同样的卡，同样的地方，信号满格，然后这个手机就不行，信号比较差，玩游戏画质比较模糊，不怎么清楚，还没，我的上一个手机好，然后就是玩游戏特别卡，有点生气，本来说要退了的，但是太麻烦了，也就算了，然后没计较就没退，然后不怎么开心，算了吧就这样吧，明年再换新手机，这个先暂时用用，不计较了唉，指纹解锁在屏幕上面，不怎么好解锁，有时候需要点好几下才能开锁,2
里面应该要放点东西塞着,3
用电太快了,2
拍照可以就是太卡,3
太垃圾了一个月便宜了300元,3
电池不行，一天要充几次电,3
一般，期望不要太高,3
不好  电池不耐用,2
好多应用还不能用,3
~不息屏怎么情况,3
续航能力不怎么样,2
卡顿 像数也不清晰 真的以后不会再买了 太失望了,2
手机电量用的超快,2
这手机的信号不怎么好，人家打电话进来经常打不通的,3
感觉,3
打游戏卡爆,2
手机发烫，非常烫,3
发热,3
拍照效果：。。。。,2
苹果7换的，感觉拍照真的一般呀，其他还行,3
手机还行，发热可以接受，就是快递不行都烂了,3
手机耗电快，且发热,3
降价太快，不开心,3
我刚买就降价了,2
就是电用得快，发烫,3
一般般，耗电比较快,3
外形不是我喜欢的，其他还可以吧,3
电池续航不足,3
充电时会发热,3
电量不耐用,3
感觉有点坑,3
一般，续航不行,3
耗电快,3
普普通通，bug挺多,3
电池不耐用,2
耗电快 易发热,3
电池不行,2
还行吧，一般般。,3
手机确实不错，手感很好，美中不足就是有时有点卡,3
那个电量颜色就是个灰色的，太难看清楚了，不满意,2
说好的曲屏呢？,2
完一会就发热,2
拉远拍照的效果，一般吧，没有想象中那么好。,3
耗电是真的快,3
外观看起来不错，不过电池容量有点不好，太耗电。,3
手机，耗电太快,3
配送快，手机薄,3
老是会发热,2
真差,3
主要问题就是发热，没玩多久就发热，充电也发热，更别提其他的了。第二个~视频和号码通话声音小，家里人说开免提听我这边声音才刚好。第三个信号差，老是断网就很无奈。准备退货～～,2
待机时间：很差，不满意，，，，快递也是中间出差错，我们当地的京东快递打电话问我是怎么回事，你们京东的物流我能知道吗态度也不好,3
反应迟钝+卡退,2
手机唯一缺点就是很厚，很重，前摄像头感觉拍照不是很好，其他还可以,3
说好的送蓝牙音箱，彩屏手表，无线耳机，怎么什么都没有？,2
手机用起时而会卡顿~扫一扫还时而用不了真怀疑是不是新机问客服客服不回消息只会发送自动消息差评差评,2
价格降的太快，6.1只要3199元，这才买半个月就降了299元，只保价7天。这款手机配的原装手机壳太垃圾，居然是硬壳，还不是全包。,2
一天一个价，6月2日3079元,3
电池不耐用,3
电池真的不耐，待机时也耗电快。,3
电池半天就没电了。。。。。也就看看~，什么情况,3
不行，没有想象的好。打开~京东的都要等半天，就是慢。摄像头也没有广告说的那么优秀，失望,2
拍照效果：拍照效果不错，60倍变焦有点太抖了，网络不咋地，不知道是手机本身原因还是网络覆盖问题，地点:广州白云太和,3
手机~版本低、不能更新版本、不知道怎么解决、,2
一般吧,3
太耗电,3
手机有破损,3
差评，,3
打游戏太卡了,2
手机有点卡,3
发热太厉害了,3
质量太差,2
在小米和vivo之间挑了很久，最后买了这个，说实话挺后悔的，退货又麻烦还是留下了，刚充上电就发烫，要爆炸一样的，客服说正常的什么玩游戏都这样的，说个鬼啊，我一个游戏都没安装呢，刚收到充电就发烫，后来查了~好多人都有这样的经历，反正冬天可以当暖手宝，真实评论，慎重购买,3
屏幕音效：差！拍照效果：不觉得20倍有用！外形外观：一般，摄像头太突出！其他特色：没有，x系得越做越差  前三张是x20plus  后三张是x30,2
WiFi链接不稳定！数据也是一样！  真的够了！,2
外形外观：外观特别好看，手感不错。拍照效果：拍照效果也可以，屏幕音效：vivo的音效真的没的说。运行速度：这个算是我在中端处理器看过的没有杀后台的手机了。待机时间：耗电有点快啊。我就是不知道到底是运营商的问题还是网络本来这机子就不行。老是会卡住，这个真的忍不了。有时候屏幕还会划不动。嗨。京东还是要给五星的。,3
外形外观：目前塑料边框出现在3K以上的手机几乎没有屏幕音效：屏幕觉得比LCD差多了，OLED瞎眼屏??拍照效果：容易过曝，不如HTC U11，有蔡司的水印是X60，没有的是HTC（全都是自动模式）,2
用了两天来评价的说实话这个手机不理想，除了是5g手机，然后这个手机~视频没有美颜功能，特别厚傻大个手机，然后反应迟钝。本来想退来着，因为疫情期间我没有手机玩了，我的x23剩下半个屏幕了，不然的话也不会买。建议大家慎重考虑，玩游戏的就别买了，肯定卡，这个手机好像是三星主板，会发烫。送的耳机都不是重低音的，我是京东老会员了，这一次真的很失望。,2
手机性能不错，但是有硬伤，用了几天下来，经常性的，用一会就手机发热，不知道是不是通病，客服还说是正常现象，以前用的手机都不会发热。,2
外形外观：整体感觉还行，产品到手后记住下载鲁大师检测手机，看看手机是不是正品屏幕音效：清晰度接近2400音质还行拍照效果：人相拍照效果没有介绍的那么好，60倍只能当着望远镜来使用，也许是我的拍照技术不行吧，近照还可以可以看见皮肤毛孔，前摄像头清晰度点个赞运行速度：8g运行内存实际上可以用的不到一半了，但是运行速度还行，有时候会卡机，可能是我个人手机的问题吧，待机时间：待机时间还行其他特色：用鲁大师检测有的检测不出来配置不是很理想,3
希望越大失望越大！vivoX60识别二维码的能力太差了！同一个二维码，人家华为，苹果一扫就识别了，vivo瞄准了半天最后还要开个电筒，慢人家不是8秒10秒的！还不如以前用过的那台x9s?还有就是用手机确认登录电脑~，手机反应慢了至少1秒！之前用华为的没有这种延迟，希望改进。目前最让我满意的是，你是直屏碎屏换屏没那么贵。,3
没有回访电话啊，胡说！微云台2.0到底防抖体现在哪里@_@打开相机，拍照自动聚焦时间超过1秒，没聚焦拍出来照片是模糊的！,3
物品一般，做工可以，手机系统耗电，系统的一些细节没有优化好，使用起来不方便，可能是新系统造成，耗电是CPU造成，耗电大啊?,3
商品价格不稳定，有点违反公平交易原则。消费者购物后要随时关注商品交个变化，影响购物体验。,2
用了一段时间个人真实感觉，手机有时候有点卡机，而且手机很容易发热甚至发烫，不知道是什么原因？,2
充电慢，掉电快，我120高刷新率关了，5G 也关了，后台运行也关了，看看这待机，两个半小时，掉30的电，还有这像素，自己品。,2
外形外观：有点丑，没有以往的高颜值了运行速度：还可以待机时间：一天差不多其他特色：这是用的第五个VIVO了，这个挺失望的，配不上这个价，高价低配叭,3
其他还没注意，目前用了一天了，电量耗的有点快，这个手机充满电，跟用了3年的x23充满电，什么软件都不开的情况下，这个手机的耗电量比那个高，同样时间刷~耗电量也快。用了4部vivo了，这个是我买的最失望的,2
